Pod,Rank,Name_Clean,VP_Pile_1,VP_Pile_2,Total_VP,Win?,Total Rank Points,VP_Diff,Bystanders,Fun_Level,Win_Value,Win_Points,Turns_Value,Turns_Points,Turns_Rank,Escapes_Value,Escapes_Points,Escapes_Rank,PPT_Value,PPT_Points,PPT_Rank,Unique_Pod_ID,Pick 1,Pick 2,Attempt,Points Earned,Total Points,Cards Undercover
11,4,Coyote81 & ElZappo,76,26,102,1st,23,50,30,4/5,Yes,6.0,31,5.5,4th,3,4.5,5th,3.29,7,3rd,F22_Pod_11,Iceman,Wolverine (X-Force),,,,
11,5,Christian_Medic & Amanda G,44,34,78,1st,19,10,11,5/5,Yes,6.0,30,7,3rd,5,2,8th,2.6,4,6th,F22_Pod_11,Bishop,Domino,,,,
11,6,Drewfusmcge,54,28,82,1st,15.5,26,19,1/5,Yes,6.0,38,4,6th,3,4.5,5th,2.158,1,9th,F22_Pod_11,Iron Man Noir,Jean Grey,,,,
11,7,Ceej,77,29,106,1st,15,48,41,3/5,Yes,6.0,39,3,7th,7,1,9th,2.718,5,5th,F22_Pod_11,Domino,Jean Grey,,,,
11,8,Yeeches,49,34,83,8th,11,15,14,4/5,No,1.5,38,1.5,8th,2,6,4th,2.184,2,8th,F22_Pod_11,Angel Noir,Iron Man Noir,,,,
11,9,Forever A Team,50,38,88,8th,9,12,28,5/5,No,1.5,38,1.5,8th,4,3,7th,2.316,3,7th,F22_Pod_11,Iceman,Spider-Man Noir,,,,
12,1,Cerberin,42,41,83,1st,28.5,1,8,5/5,Yes,4.5,19,8,1st,0,8,1st,4.368,8,1st,F22_Pod_12,Quicksilver,Ronin,,,,
12,2,Spark001,47,42,89,1st,22,5,3,4/5,Yes,4.5,28,5,4th,1,5.5,2nd,3.179,7,2nd,F22_Pod_12,Drax the Destroyer,Hellcat,,,,
12,3,Enoc & Rowan,49,13,62,1st,21,36,2,5/5,Yes,4.5,24,7,2nd,1,5.5,2nd,2.583,4,5th,F22_Pod_12,Mr. Fantastic,Hellcat,,,,
12,4,MrTince,60,26,86,1st,20,34,6,5/5,Yes,4.5,29,4,5th,1,5.5,2nd,2.966,6,3rd,F22_Pod_12,Darkhawk,Star-Lord,,,,
12,5,Remington Chase,36,37,73,1st,17.5,1,4,4/5,Yes,4.5,25,6,3rd,3,2,6th,2.92,5,4th,F22_Pod_12,Drax the Destroyer,Gamora,,,,
12,6,Kyler & Talon,40,32,72,1st,16,8,1,5/5,Yes,4.5,31,3,6th,1,5.5,2nd,2.323,3,6th,F22_Pod_12,Groot,Star-Lord,,,,
12,7,Doormatte,59,34,93,1st,9.5,25,3,3/5,Yes,4.5,41,1,8th,3,2,6th,2.268,2,7th,F22_Pod_12,Groot,Ronin,,,,
12,8,Roy_Boy,23,36,59,1st,9.5,13,5,3/5,Yes,4.5,35,2,7th,3,2,6th,1.686,1,8th,F22_Pod_12,Drax the Destroyer,Mr. Fantastic,,,,
13,1,Canis,36,23,59,1st,23.5,13,2,4/5,Yes,6.0,29,6,2nd,0,5.5,1st,2.034,6,2nd,F22_Pod_13,Black Bolt (Inhumans),Gorgon,,,,
13,2,AntDude & WaspWoman,29,32,61,1st,22.5,3,6,3/5,Yes,6.0,27,7,1st,2,2.5,5th,2.259,7,1st,F22_Pod_13,Beta Ray Bill,Lady Sif,,,,
13,3,mattrtlsnk,15,46,61,1st,21.5,31,1,4/5,Yes,6.0,30,5,3rd,0,5.5,1st,2.033,5,3rd,F22_Pod_13,Nova (Avengers),Thor (Heroes of Asgard),,,,
13,4,Off the Cuff,18,9,27,4th,14,9,1,2/5,No,2.5,28,4,4th,0,5.5,1st,0.964,2,6th,F22_Pod_13,Mr. Fantastic,Karnak,,,,
13,5,Astigmatic_Oracle,7,23,30,4th,13,16,1,1/5,No,2.5,25,2,6th,0,5.5,1st,1.2,3,5th,F22_Pod_13,Medusa,Black Bolt (Inhumans),,,,
13,6,The Rolling Meeple & Panda Meeple,14,15,29,4th,10,1,3,1/5,No,2.5,17,1,7th,2,2.5,5th,1.706,4,4th,F22_Pod_13,Thor (Heroes of Asgard),Phyla-Vell,,,,
13,7,BuddhaRock,9,12,21,4th,7.5,3,1,1/5,No,2.5,27,3,5th,3,1,7th,0.778,1,7th,F22_Pod_13,Human Torch,Quasar,,,,
14,1,CaptainMetroidica,30,41,71,1st,13.5,11,3,4/5,Yes,2.5,23,4,1st,0,3,1st,3.087,4,1st,F22_Pod_14,Iceman,Punisher,,,,
14,2,Loconnole & Klcgolf,26,39,65,1st,10.5,13,6,5/5,Yes,2.5,24,3,2nd,0,3,1st,2.708,2,3rd,F22_Pod_14,Lady Thor,Iceman,,,,
14,3,Bronson,32,48,80,1st,8,16,3,2/5,Yes,2.5,26,1.5,3rd,1,1,4th,3.077,3,2nd,F22_Pod_14,Iron Fist,Punisher,,,,
14,4,kata124,26,44,70,1st,8,18,5,5/5,Yes,2.5,26,1.5,3rd,0,3,1st,2.692,1,4th,F22_Pod_14,Lady Thor,Domino,,,,
15,1,BDub,36,21,57,1st,29,15,2,4/5,Yes,5.0,21,8,1st,0,8,1st,2.714,8,1st,F22_Pod_15,Iron Man,Forge,,,,
15,2,Guru Mike & MargaretWestlake,46,13,59,1st,24.5,33,1,4/5,Yes,5.0,22,7,2nd,1,6.5,2nd,2.682,6,3rd,F22_Pod_15,Storm,Spider-Man,,,,
15,3,NukinFoobs & N3m3sis,35,38,73,1st,21.5,3,1,4/5,Yes,5.0,27,6,3rd,2,3.5,4th,2.704,7,2nd,F22_Pod_15,Iceman,Wolverine (X-Force),,,,
15,4,Baldulf,37,54,91,1st,18.5,17,11,3/5,Yes,5.0,34,2,7th,1,6.5,2nd,2.676,5,4th,F22_Pod_15,Iron Man,Spider-Man,,,,
15,5,Agrajag,24,45,69,1st,17.5,21,4,5/5,Yes,5.0,28,5,4th,2,3.5,4th,2.464,4,5th,F22_Pod_15,Iron Man,Spider-Man,,,,
15,6,FlipFlopManiac,48,28,76,1st,14.5,20,0,4/5,Yes,5.0,32,3,6th,2,3.5,4th,2.375,3,6th,F22_Pod_15,Domino,Gambit,,,,
15,7,Jmaster1324,41,19,60,1st,14.5,22,2,3/5,Yes,5.0,30,4,5th,2,3.5,4th,2,2,7th,F22_Pod_15,Hawkeye,Iron Man,,,,
15,8,caseystahl1125,35,29,64,8th,4,6,9,4/5,No,1.0,35,1,8th,3,1,8th,1.829,1,8th,F22_Pod_15,Black Widow (Avengers),Jean Grey,,,,
16,1,hatephd,16,73,89,1st,21.5,57,30,5/5,Yes,4.0,26,7,1st,0,4.5,1st,3.423,6,2nd,F22_Pod_16,Brainstorm,Angel,,,,
16,2,Wicked.pepper,31,70,101,1st,19.5,39,29,4/5,Yes,4.0,29,4,4th,0,4.5,1st,3.483,7,1st,F22_Pod_16,Brainstorm,Iceman,,,,
16,3,Jerzin,72,19,91,1st,19,53,24,4/5,Yes,4.0,27,5.5,2nd,0,4.5,1st,3.37,5,3rd,F22_Pod_16,Angel,Professor X,,,,
16,4,Jalt08 & KatieAlt,37,44,81,1st,16.5,7,11,5/5,Yes,4.0,27,5.5,2nd,0,4.5,1st,3,2.5,5th,F22_Pod_16,Brainstorm,Cable,,,,
16,5,Guardian06,54,53,107,1st,14.5,1,18,5/5,Yes,4.0,35,2,6th,0,4.5,1st,3.057,4,4th,F22_Pod_16,Forge,Domino,,,,
16,6,lasombra81,81,18,99,1st,14,63,26,4/5,Yes,4.0,33,3,5th,0,4.5,1st,3,2.5,5th,F22_Pod_16,Brainstorm,Forge,,,,
16,7,Mikeygill97,56,37,93,1st,7,19,15,4/5,Yes,4.0,38,1,7th,1,1,7th,2.447,1,7th,F22_Pod_16,Brainstorm,Forge,,,,
17,1,MicroDisney0505,38,37,75,1st,23,1,5,5/5,Yes,4.5,24,6,3rd,0,4.5,1st,3.125,8,1st,F22_Pod_17,Medusa,White Tiger,,,,
17,2,ANewEmpire,26,39,65,1st,22.5,13,2,3/5,Yes,4.5,23,7.5,1st,0,4.5,1st,2.826,6,3rd,F22_Pod_17,Enchantress,Karma,,,,
17,4,R3DJ0N,43,11,54,1st,18.5,32,2,3/5,Yes,4.5,23,7.5,1st,0,4.5,1st,2.348,2,7th,F22_Pod_17,Kingpin,Loki,,,,
17,6,myomes,51,36,87,1st,16,15,4,4/5,Yes,4.5,35,3,6th,0,4.5,1st,2.486,4,5th,F22_Pod_17,Green Goblin,Karnak,,,,
17,7,Coyote81 & ElZappo,45,29,74,1st,16,16,2,5/5,Yes,4.5,31,4,5th,0,4.5,1st,2.387,3,6th,F22_Pod_17,Medusa,Electro,,,,
18,2,Enoc & Rowan,44,57,101,1st,22.5,13,18,5/5,Yes,4.5,25,5.5,3rd,1,5.5,3rd,4.04,7,2nd,F22_Pod_18,Caiera,Silver Surfer,,,,
18,4,Spark001,66,51,117,1st,20,15,24,4/5,Yes,4.5,30,4,5th,1,5.5,3rd,3.9,6,3rd,F22_Pod_18,Black Knight,Hiroim,,,,
18,5,Iburnicus,25,49,74,1st,17,24,9,4/5,Yes,4.5,24,7,2nd,4,1.5,7th,3.083,4,5th,F22_Pod_18,Wonder Man,Scarlet Witch,,,,
18,7,Dre 2 point 0,56,31,87,1st,11.5,25,11,5/5,Yes,4.5,31,2.5,6th,2,3.5,5th,2.806,1,8th,F22_Pod_18,Hiroim,"No-Name, Brood Queen",,,,
18,8,Zer00verride,58,31,89,1st,10.5,27,9,4/5,Yes,4.5,31,2.5,6th,4,1.5,7th,2.871,2,7th,F22_Pod_18,Gladiator Hulk,Invisible Woman,,,,
19,1,Bronson,35,26,61,1st,28.5,9,1,3/5,Yes,5.0,21,9,1st,0,5.5,1st,2.905,9,1st,F22_Pod_19,Iceman,Bishop,,,,
19,4,Roy_Boy,47,14,61,1st,20,33,2,2/5,Yes,5.0,23,6,3rd,1,1,9th,2.652,8,2nd,F22_Pod_19,Lady Thor,"Namor, the Sub-Mariner",,,,
19,6,ChuckBauer,27,31,58,1st,18.5,4,1,5/5,Yes,5.0,24,4,6th,0,5.5,1st,2.417,4,6th,F22_Pod_19,Lady Thor,Thanos,,,,
19,7,Forever A Team,22,23,45,1st,18.5,1,2,5/5,Yes,5.0,23,6,3rd,0,5.5,1st,1.957,2,8th,F22_Pod_19,Ghost Rider,Moon Knight,,,,
19,8,Off the Cuff,32,32,64,1st,17.5,0,3,5/5,Yes,5.0,26,2,8th,0,5.5,1st,2.462,5,5th,F22_Pod_19,Hulkling,Lady Thor,,,,
20,1,Mangostrike,29,22,51,1st,23.5,7,0,4/5,Yes,4.5,17,7,1st,0,5,1st,3,7,1st,F22_Pod_20,Bishop,Iceman,,,,
20,2,Baldulf,42,38,80,1st,18.5,4,6,4/5,Yes,4.5,27,3,5th,0,5,1st,2.963,6,2nd,F22_Pod_20,Black Widow (Avengers),Forge,,,,
20,3,Ceej,31,44,75,1st,18.5,13,2,5/5,Yes,4.5,26,4,4th,0,5,1st,2.885,5,3rd,F22_Pod_20,Iceman,Storm,,,,
20,4,Babybreloom,45,14,59,1st,18.5,31,2,4/5,Yes,4.5,25,5,3rd,0,5,1st,2.36,4,4th,F22_Pod_20,Wolverine (X-Force),Hawkeye,,,,
20,5,Yeeches,11,38,49,1st,15,27,1,3/5,Yes,4.5,22,6,2nd,1,1.5,6th,2.227,3,5th,F22_Pod_20,Wolverine (X-Force),Colossus,,,,
20,6,kata124,53,16,69,1st,13.5,37,3,3/5,Yes,4.5,31,2,6th,0,5,1st,2.226,2,6th,F22_Pod_20,Black Widow (Avengers),Jean Grey,,,,
20,7,BDub,30,16,46,7th,4.5,14,1,2/5,No,1.0,24,1,7th,1,1.5,6th,1.917,1,7th,F22_Pod_20,Thor (Avengers),Wolverine (X-Force),,,,
21,1,Drewfusmcge,36,51,87,1st,28.5,15,13,4/5,Yes,6.0,26,8.5,1st,0,6,1st,3.346,8,2nd,F22_Pod_21,Hiroim,Mockingbird,,,,
21,3,Wicked.pepper,54,54,108,1st,26,0,19,5/5,Yes,6.0,30,5,5th,0,6,1st,3.6,9,1st,F22_Pod_21,Agent Phil Coulson,Hiroim,,,,
21,4,Loconnole & Klcgolf,28,59,87,1st,24.5,31,7,4/5,Yes,6.0,28,6.5,3rd,0,6,1st,3.107,6,4th,F22_Pod_21,Spider-Woman,Mockingbird,,,,
21,5,Christian_Medic & Amanda G,46,39,85,1st,23.5,7,8,5/5,Yes,6.0,28,6.5,3rd,0,6,1st,3.036,5,5th,F22_Pod_21,Agent Phil Coulson,Mockingbird,,,,
21,6,Guru Mike & MargaretWestlake,18,69,87,1st,20,51,7,4/5,Yes,6.0,31,4,6th,0,6,1st,2.806,4,6th,F22_Pod_21,Mockingbird,Scarlet Spider,,,,
21,8,Doormatte,47,30,77,8th,10.5,17,10,4/5,No,1.5,35,1,9th,0,6,1st,2.2,2,8th,F22_Pod_21,Drax the Destroyer,Gamora,,,,
21,9,Canis,34,47,81,8th,6.5,13,12,4/5,No,1.5,41,2,8th,1,2,8th,1.976,1,9th,F22_Pod_21,Agent Phil Coulson,Hiroim,,,,
22,2,Remington Chase,21,25,46,1st,22,4,19,3/5,Yes,4.5,21,8,1st,0,5.5,1st,2.19,4,5th,F22_Pod_22,Dazzler,Jubilee,,,,
22,3,hatephd,35,24,59,1st,21.5,11,28,5/5,Yes,4.5,24,4.5,4th,0,5.5,1st,2.458,7,2nd,F22_Pod_22,Dazzler,Jubilee,,,,
22,4,AntDude & WaspWoman,27,27,54,1st,21,0,19,5/5,Yes,4.5,23,6,3rd,0,5.5,1st,2.348,5,4th,F22_Pod_22,Jubilee,Strong Guy,,,,
22,6,Jerzin,22,24,46,1st,15.5,2,11,4/5,Yes,4.5,22,7,2nd,2,1,8th,2.091,3,6th,F22_Pod_22,Clea,Jubilee,,,,
22,8,dontfeedthegreen,34,18,52,1st,10,16,18,4/5,Yes,4.5,29,2.5,6th,1,2,7th,1.793,1,8th,F22_Pod_22,Doctor Voodoo,Phoenix,,,,
101,1,Astigmatic_Oracle,34,32,66,1st,10,2,4,4/5,Yes,2.0,25,3,1st,0,2,1st,2.64,3,1st,F22_Pod_101,Cable,Scarlet Spider,,,,
101,2,FlipFlopManiac,60,29,89,1st,8,31,18,5/5,Yes,2.0,34,2,2nd,0,2,1st,2.618,2,2nd,F22_Pod_101,Angel,Beta Ray Bill,,,,
101,3,Jmaster1324,51,21,72,1st,6,30,13,4/5,Yes,2.0,40,1,3rd,0,2,1st,1.8,1,3rd,F22_Pod_101,Wolverine (X-Men),Valkyrie,,,,
23,1,MicroDisney0505,98,21,119,1st,24.5,77,29,4/5,Yes,4.5,15,7.5,1st,0,4.5,1st,7.933,8,1st,F22_Pod_23,Black Widow (Avengers),Gambit,,,,
23,2,Enoc & Rowan,49,18,67,1st,21.5,31,4,4/5,Yes,4.5,15,7.5,1st,0,4.5,1st,4.467,5,4th,F22_Pod_23,Gambit,Scarlet Witch,,,,
23,3,Spark001,55,23,78,1st,19,32,10,4/5,Yes,4.5,17,4,5th,0,4.5,1st,4.588,6,3rd,F22_Pod_23,Cyclops,Black Widow (Avengers),,,,
23,4,ANewEmpire,96,17,113,1st,18.5,79,23,5/5,Yes,4.5,18,2.5,6th,0,4.5,1st,6.278,7,2nd,F22_Pod_23,Black Widow (Avengers),Darkhawk,,,,
23,5,Cerberin,26,45,71,1st,18.5,19,12,5/5,Yes,4.5,16,5.5,3rd,0,4.5,1st,4.438,4,5th,F22_Pod_23,Cyclops,Black Widow (Avengers),,,,
23,6,OllieKitKat & Kylah15,30,33,63,1st,17.5,3,19,5/5,Yes,4.5,16,5.5,3rd,0,4.5,1st,3.938,3,6th,F22_Pod_23,Hawkeye,Gambit,,,,
23,7,Avataristche,14,39,53,1st,13.5,25,1,2/5,Yes,4.5,18,2.5,6th,0,4.5,1st,2.944,2,7th,F22_Pod_23,Cyclops,Doctor Voodoo,,,,
23,8,R3DJ0N,25,26,51,1st,11,1,6,4/5,Yes,4.5,19,1,8th,0,4.5,1st,2.684,1,8th,F22_Pod_23,Cyclops,Gambit,,,,
24,2,Loconnole & Klcgolf,17,61,78,1st,20,44,22,4/5,Yes,4.0,23,5.5,2nd,0,4.5,1st,3.391,6,2nd,F22_Pod_24,Jean Grey,Professor X,,,,
24,3,Ceej,53,17,70,1st,17,36,14,4/5,Yes,4.0,22,7,1st,1,1,7th,3.182,5,3rd,F22_Pod_24,Cable,Wolverine (X-Force),,,,
24,4,Adrian Miller,55,23,78,1st,16.5,32,23,5/5,Yes,4.0,25,4,4th,0,4.5,1st,3.12,4,4th,F22_Pod_24,Jean Grey,Thing,,,,
24,5,Baldulf,26,63,89,1st,13.5,37,17,4/5,Yes,4.0,30,2,6th,0,4.5,1st,2.967,3,5th,F22_Pod_24,Apocalyptic Kitty Pryde,Bishop,,,,
24,6,Dre 2 point 0,32,50,82,1st,13.5,18,16,4/5,Yes,4.0,28,3,5th,0,4.5,1st,2.929,2,6th,F22_Pod_24,Dr. Strange (Illuminati),Wolverine (X-Force),,,,
24,7,ItStartsWith1,49,39,88,1st,10.5,10,24,4/5,Yes,4.0,32,1,7th,0,4.5,1st,2.75,1,7th,F22_Pod_24,Jean Grey,Lady Thor,,,,
25,1,Redblock,46,15,61,1st,26.5,31,0,4/5,Yes,4.5,21,7.5,1st,0,7,1st,2.905,7.5,1st,F22_Pod_25,Elektra,Symbiote Spider-Man,,,,
25,2,Roy_Boy,38,39,77,1st,21.5,1,0,3/5,Yes,4.5,29,4,5th,0,7,1st,2.655,6,3rd,F22_Pod_25,Iron Man,Cyclops,,,,
25,3,NukinFoobs & N3m3sis,28,36,64,1st,21.5,8,2,4/5,Yes,4.5,26,6,3rd,0,7,1st,2.462,4,5th,F22_Pod_25,Colossus,Hulk,,,,
25,4,Mangostrike,37,24,61,1st,21.5,13,1,4/5,Yes,4.5,21,7.5,1st,2,2,7th,2.905,7.5,1st,F22_Pod_25,Hulk,Iron Fist,,,,
25,5,Coyote81 & ElZappo,66,11,77,1st,16.5,55,15,3/5,Yes,4.5,31,3,6th,1,4,4th,2.484,5,4th,F22_Pod_25,Black Widow (Avengers),Angel,,,,
25,6,Kharg,23,43,66,1st,16,20,4,4/5,Yes,4.5,27,5,4th,1,4,4th,2.444,2.5,6th,F22_Pod_25,Forge,Wolverine (X-Force),,,,
25,7,Bronson,46,42,88,1st,12,4,8,2/5,Yes,4.5,36,1,8th,1,4,4th,2.444,2.5,6th,F22_Pod_25,Cyclops,Colossus,,,,
25,8,AntDude & WaspWoman,50,22,72,1st,8.5,28,5,3/5,Yes,4.5,35,2,7th,3,1,8th,2.057,1,8th,F22_Pod_25,Forge,Iceman,,,,
26,1,Remington Chase,52,16,68,1st,29.5,36,0,3/5,Yes,7.0,27,8,1st,0,6.5,1st,2.519,8,1st,F22_Pod_26,Banshee,Psylocke,,,,
26,2,Wicked.pepper,35,26,61,1st,24,9,9,1/5,Yes,7.0,28,7,2nd,1,3,5th,2.179,7,2nd,F22_Pod_26,Hercules,X-23,,,,
26,3,Iburnicus,41,28,69,1st,22,13,2,1/5,Yes,7.0,33,6,3rd,1,3,5th,2.091,6,3rd,F22_Pod_26,Goliath,Hulkling,,,,
26,4,Snash108 & SBPKECN,36,24,60,4th,17.5,12,2,4/5,No,3.0,30,3,6th,0,6.5,1st,2,5,4th,F22_Pod_26,Banshee,Psylocke,,,,
26,5,myomes,23,37,60,4th,17.5,14,10,4/5,No,3.0,32,4,5th,0,6.5,1st,1.875,4,5th,F22_Pod_26,"Nerkkod, Breaker of Oceans","Nul, Breaker of Worlds",,,,
26,6,Drewfusmcge,22,18,40,4th,13.5,4,2,2/5,No,3.0,28,2,7th,0,6.5,1st,1.429,2,7th,F22_Pod_26,Banshee,Havok,,,,
26,7,hatephd,27,16,43,4th,10,11,1,4/5,No,3.0,33,5,4th,3,1,8th,1.303,1,8th,F22_Pod_26,"Nul, Breaker of Worlds","Skirn, Breaker of Men",,,,
26,8,MrTince,30,13,43,4th,10,17,2,3/5,No,3.0,27,1,8th,1,3,5th,1.593,3,6th,F22_Pod_26,Howard the Duck,"Nul, Breaker of Worlds",,,,
102,1,ChuckBauer,44,19,63,1st,26.5,25,13,4/5,Yes,5.0,21,6.5,2nd,0,7,1st,3,8,1st,F22_Pod_102,Iron Man,Storm,,,,
102,2,Off the Cuff,40,18,58,1st,25.5,22,6,4/5,Yes,5.0,21,6.5,2nd,0,7,1st,2.762,7,2nd,F22_Pod_102,Hawkeye,Iron Man,,,,
102,3,Jmaster1324,45,5,50,1st,23,40,6,4/5,Yes,5.0,19,8,1st,1,4,4th,2.632,6,3rd,F22_Pod_102,Captain America,Nick Fury,,,,
102,4,lasombra81,51,19,70,1st,16,32,20,4/5,Yes,5.0,31,2,7th,1,4,4th,2.258,5,4th,F22_Pod_102,Iron Man,Thor (Avengers),,,,
102,5,Canis,37,24,61,1st,15.5,13,10,4/5,Yes,5.0,28,5,4th,2,1.5,7th,2.179,4,5th,F22_Pod_102,Iron Man,Hawkeye,,,,
102,6,Jalt08 & KatieAlt,23,31,54,1st,15,8,4,4/5,Yes,5.0,29,4,5th,1,4,4th,1.862,2,7th,F22_Pod_102,Iron Man,Hawkeye,,,,
102,7,Guru Mike & MargaretWestlake,28,34,62,1st,12.5,6,17,3/5,Yes,5.0,30,3,6th,2,1.5,7th,2.067,3,6th,F22_Pod_102,Iron Man,Hawkeye,,,,
102,8,Montax30,18,24,42,8th,10,6,13,3/5,No,1.0,28,1,8th,0,7,1st,1.5,1,8th,F22_Pod_102,Captain America,Hawkeye,,,,
27,1.0,MicroDisney0505,38,42,80,1st,12.5,4,13.0,5/5,Yes,2.5,20,3,2nd,0,3,1st,4,4,1st,F22_Pod_27,Doctor Strange (Avengers),"Greithoth, Breaker of Wills",,,,
27,4.0,Enoc & Rowan,44,46,90,1st,6.5,2,12.0,2/5,Yes,2.5,29,1,4th,4,1,4th,3.103,2,3rd,F22_Pod_27,Psi-Lord,Heralds of Galactus,,,,
28,1.0,OllieKitKat & Kylah15,34,99,133,1st,26.0,65,25.0,4/5,Yes,4.5,27,6.5,2nd,0,7,1st,4.926,8,1st,F22_Pod_28,Invisible Woman,Luke Cage Noir,,,,
28,3.0,NukinFoobs & N3m3sis,64,28,92,1st,21.5,36,12.0,2/5,Yes,4.5,23,8,1st,4,2,7th,4,7,2nd,F22_Pod_28,Invisible Woman,Magik,,,,
28,4.0,Loconnole & Klcgolf,67,48,115,1st,20.5,19,18.0,5/5,Yes,4.5,29,5,4th,1,5,4th,3.966,6,3rd,F22_Pod_28,Luke Cage Noir,Invisible Woman,,,,
28,5.0,Iburnicus,57,61,118,1st,14.5,4,17.0,3/5,Yes,4.5,34,2,7th,2,4,5th,3.471,4,5th,F22_Pod_28,Invisible Woman,Mr. Fantastic,,,,
28,6.0,Snash108 & SBPKECN,72,43,115,1st,13.5,29,16.0,4/5,Yes,4.5,35,1,8th,0,7,1st,3.286,1,8th,F22_Pod_28,Maximus,Mr. Fantastic,,,,
28,7.0,Ceej,52,54,106,1st,13.5,2,15.0,5/5,Yes,4.5,32,4,5th,3,3,6th,3.313,2,7th,F22_Pod_28,Hellcat,Maximus,,,,
28,8.0,Roy_Boy,35,78,113,1st,11.5,43,20.0,1/5,Yes,4.5,33,3,6th,7,1,8th,3.424,3,6th,F22_Pod_28,Invisible Woman,Superior Iron Man,,,,
29,1.0,Cerberin,28,35,63,1st,25.0,7,2.0,5/5,Yes,4.5,18,8,1st,0,4.5,1st,3.5,8,1st,F22_Pod_29,Shatterstar,Sentry,,,,
29,3.0,Avataristche,35,17,52,1st,20.5,18,1.0,4/5,Yes,4.5,19,6.5,2nd,0,4.5,1st,2.737,5,4th,F22_Pod_29,Amadeus Cho,Mockingbird,,,,
29,4.0,Babybreloom,13,72,85,1st,16.0,59,4.0,5/5,Yes,4.5,30,1,8th,0,4.5,1st,2.833,6,3rd,F22_Pod_29,Mockingbird,Strong Guy,,,,
29,5.0,Redblock,52,23,75,1st,15.0,29,3.0,4/5,Yes,4.5,29,2,7th,0,4.5,1st,2.586,4,5th,F22_Pod_29,Spider-Woman,Warpath,,,,
29,6.0,Remington Chase,41,22,63,1st,15.0,19,3.0,4/5,Yes,4.5,26,3,6th,0,4.5,1st,2.423,3,6th,F22_Pod_29,Shatterstar,Strong Guy,,,,
29,7.0,Wicked.pepper,26,31,57,1st,15.0,5,2.0,4/5,Yes,4.5,24,4,5th,0,4.5,1st,2.375,2,7th,F22_Pod_29,Siryn,Namora,,,,
29,8.0,Adrian Miller,23,18,41,1st,15.0,5,1.0,3/5,Yes,4.5,20,5,4th,0,4.5,1st,2.05,1,8th,F22_Pod_29,Deathlok,Moon Knight,,,,
103,1.0,Astigmatic_Oracle,77,34,111,1st,34.0,43,25.0,4/5,Yes,6.0,30,10,2nd,0,7,1st,3.7,11,1st,F22_Pod_103,Black Widow (Avengers),Spider-Woman,,,,
103,2.0,Bronson,84,39,123,1st,29.0,45,24.0,2/5,Yes,6.0,34,6,5th,0,7,1st,3.618,10,2nd,F22_Pod_103,Gambit,Wolverine (X-Men),,,,
103,2.0,Baldulf,69,47,116,1st,29.0,22,29.0,4/5,Yes,6.0,33,8,4th,0,7,1st,3.515,8,4th,F22_Pod_103,Moon Knight,Rogue,,,,
103,2.0,Jmaster1324,56,51,107,1st,29.0,5,17.0,4/5,Yes,6.0,31,9,3rd,0,7,1st,3.452,7,5th,F22_Pod_103,Cyclops,Emma Frost,,,,
103,5.0,hatephd,69,51,120,1st,28.0,18,24.0,5/5,Yes,6.0,34,6,5th,0,7,1st,3.529,9,3rd,F22_Pod_103,Moon Knight,Black Widow (Avengers),,,,
103,5.0,Kharg,39,51,90,1st,28.0,12,18.0,4/5,Yes,6.0,28,11,1st,0,7,1st,3.214,4,8th,F22_Pod_103,Black Widow (Avengers),Iron Man,,,,
103,7.0,ItStartsWith1,85,36,121,1st,21.0,49,25.0,4/5,Yes,6.0,37,3,9th,0,7,1st,3.27,5,7th,F22_Pod_103,Iron Man,Moon Knight,,,,
103,8.0,lasombra81,41,75,116,1st,20.0,34,26.0,4/5,Yes,6.0,34,6,5th,1,2,10th,3.412,6,6th,F22_Pod_103,Cyclops,Rogue,,,,
103,9.0,Off the Cuff,84,26,110,1st,19.0,58,16.0,4/5,Yes,6.0,35,4,8th,0,7,1st,3.143,2,10th,F22_Pod_103,Cyclops,Black Widow (Avengers),,,,
103,10.0,FlipFlopManiac,81,49,130,1st,15.0,32,28.0,3/5,Yes,6.0,42,1,11th,0,7,1st,3.095,1,11th,F22_Pod_103,Hawkeye,Iron Man,,,,
103,11.0,Guru Mike & MargaretWestlake,73,48,121,1st,12.0,25,21.0,3/5,Yes,6.0,38,2,10th,3,1,11th,3.184,3,9th,F22_Pod_103,Black Widow (Avengers),Thor (Avengers),,,,
30,2.0,ANewEmpire,51,7,58,1st,6.0,44,3.0,5/5,Yes,1.5,15,2,1st,0,1.5,1st,3.867,1,2nd,F22_Pod_30,Green Goblin,Mirage,,,,
31,1.0,Spark001,47,54,101,1st,16.5,7,10.0,4/5,Yes,3.5,24,4,2nd,0,4,1st,4.208,5,1st,F22_Pod_31,Black Bolt (Inhumans),"No-Name, Brood Queen",,,,
31,2.0,Cerberin,40,30,70,1st,15.5,10,8.0,5/5,Yes,3.5,21,5,1st,0,4,1st,3.333,3,3rd,F22_Pod_31,Psi-Lord,Brainstorm,,,,
31,3.0,Enoc & Rowan,68,29,97,1st,11.5,39,8.0,4/5,Yes,3.5,26,3,3rd,2,1,5th,3.731,4,2nd,F22_Pod_31,Korg,Photon,,,,
31,4.0,Loconnole,42,27,69,1st,10.5,15,12.0,5/5,Yes,3.5,28,2,4th,0,4,1st,2.464,1,5th,F22_Pod_31,Hiroim,Amadeus Cho,,,,
