Pod,Rank,Name_Clean,VP_Pile_1,VP_Pile_2,Total_VP,Win?,Total Rank Points,VP_Diff,Bystanders,Fun_Level,Win_Value,Win_Points,Turns_Value,Turns_Points,Turns_Rank,Escapes_Value,Escapes_Points,Escapes_Rank,PPT_Value,PPT_Points,PPT_Rank,Unique_Pod_ID,Pick 1,Pick 2,Attempt,Points Earned,Total Points,Cards Undercover
81,7.0,Cobrawarrior521 & Mackirev94,55,28,83,6th,19.5,27,5,4,No,3.0,36,4,7th,0,8.5,1st,2.306,4,7th,F25_Pod_81,Scarlet Spider,Spider-Woman,Second attempt,(+4),36.0,4
81,8.0,brentmcampbell & ruuhaku,19,35,54,6th,15.5,16,2,4,No,3.0,31,3,8th,0,8.5,1st,1.742,1,10th,F25_Pod_81,"Skaar, Son of Hulk",Carnage,Second attempt,(+3),36.0,2
81,9.0,eventhorizon0121,18,41,59,6th,14,23,1,4,No,3.0,29,2,9th,1,6,5th,2.034,3,8th,F25_Pod_81,Carnage,Ravage 2099,First attempt,(+2),35.0,1
81,10.0,Sean (McP),18,22,40,6th,7,4,6,4,No,3.0,22,1,10th,5,1,10th,1.818,2,9th,F25_Pod_81,Gladiator Hulk,Venompool,First attempt,(+1),23.0,0
82,1.0,ElongatedMan,50,25,75,1st,31.5,25,1,4,Yes,7.5,32,8,3rd,1,7,3rd,2.344,9,2nd,F25_Pod_82,Siryn,Star-Lord,First attempt,(+10),41.0,0
82,2.0,aitmanga,18,61,79,1st,29,43,5,4,Yes,7.5,33,7,4th,2,4.5,6th,2.394,10,1st,F25_Pod_82,Yondu,Phyla-Vell,First attempt,(+9),37.0,0
82,3.0,ReyReyPod,21,36,57,1st,29,15,0,4,Yes,7.5,31,9.5,1st,1,7,3rd,1.839,5,6th,F25_Pod_82,Gamora,Quasar,First attempt,(+8),28.0,1
82,4.0,jgoodnough,34,38,72,1st,26.5,4,2,4,Yes,7.5,37,5,6th,1,7,3rd,1.946,7,4th,F25_Pod_82,Siryn,Gamora,First attempt,(+7),37.0,0
82,5.0,SilverFirePrime,24,44,68,1st,26.5,20,0,4,Yes,7.5,31,9.5,1st,4,1.5,9th,2.194,8,3rd,F25_Pod_82,Black Panther (MCU),Doctor Strange (MCU),Second attempt,(+6),35.0,0
82,6.0,konrad880808,32,32,64,1st,24,0,2,2,Yes,7.5,34,6,5th,2,4.5,6th,1.882,6,5th,F25_Pod_82,Quasar,Star-Lord,First attempt,(+5),36.0,0
82,7.0,Jmaster1324,22,19,41,7th,17.5,3,2,2,No,2.5,35,3.5,7th,0,9.5,1st,1.171,2,9th,F25_Pod_82,Gamora,Star-Lord,First attempt,(+4),33.0,0
82,8.0,Kal-el,12,8,20,7th,14,4,0,3,No,2.5,25,1,10th,0,9.5,1st,0.8,1,10th,F25_Pod_82,Quasar,Phyla-Vell,First attempt,(+3),27.0,0
82,9.0,Gideon Wyatt & Mrs. Gideon Wyatt,30,24,54,7th,13,6,2,3,No,2.5,35,3.5,7th,3,3,8th,1.543,4,7th,F25_Pod_82,Phyla-Vell,Captain Mar-Vell,First attempt,(+2),34.0,0
82,10.0,jiggliestpuff,8,30,38,7th,9,22,2,1,No,2.5,32,2,9th,4,1.5,9th,1.188,3,8th,F25_Pod_82,Gamora,Phyla-Vell,Second attempt,(+1),32.0,0
83,1.0,DRobb & Shadowofthebat,71,19,90,1st,31.5,52,7,4,Yes,8.0,29,9,1st,1,5.5,3rd,3.103,9,1st,F25_Pod_83,"Blade, Daywalker",Morbius,First attempt,(+10),39.0,0
83,2.0,Forever A Team & Son,52,35,87,1st,26.5,17,12,5,Yes,8.0,30,8,2nd,2,2.5,7th,2.9,8,2nd,F25_Pod_83,Cable,Jean Grey,Second attempt,(+9),39.0,0
83,3.0,Mikeygill97,41,41,82,1st,25.5,0,8,3,Yes,8.0,34,7,3rd,1,5.5,3rd,2.412,5,5th,F25_Pod_83,Forge,Punisher,Second attempt,(+8),38.0,0
83,4.0,FlashSpider-man,40,61,101,4th,25,21,20,5,No,3.5,37,6,4th,0,8.5,1st,2.73,7,3rd,F25_Pod_83,Colossus,Psi-Lord,Second attempt,(+7),36.0,0
83,5.0,Buya & DSCern,49,37,86,4th,22.5,12,12,4,No,3.5,35,4.5,5th,0,8.5,1st,2.457,6,4th,F25_Pod_83,Psi-Lord,Weapon H,First attempt,(+6),38.0,0
83,6.0,bamlinden,33,21,54,4th,15,12,10,3,No,3.5,29,3,7th,1,5.5,3rd,1.862,3,7th,F25_Pod_83,Wolverine (X-Force),Iceman,Second attempt,(+5),24.0,0
83,7.0,broken_pants,28,27,55,4th,14.5,1,7,1,No,3.5,35,4.5,5th,1,5.5,3rd,1.571,1,9th,F25_Pod_83,Fantomex,Weapon H,First attempt,(+4),30.0,0
83,8.0,ItStartsWith1,22,27,49,4th,10,5,7,3,No,3.5,28,2,8th,2,2.5,7th,1.75,2,8th,F25_Pod_83,Colossus,Weapon X (Wolverine),First attempt,(+3),28.0,0
83,9.0,Canis3590 & Mamabird,14,36,50,4th,9.5,22,8,3,No,3.5,25,1,9th,4,1,9th,2,4,6th,F25_Pod_83,Angel,Colossus,Second attempt,(+2),28.0,0
84,1.0,Royce / ROAST,62,80,142,1st,33,18,14,3,Yes,7.5,38,8,2nd,0,8.5,1st,3.737,9,1st,F25_Pod_84,Deadpool (Mercs for Money),Stingray,First attempt,(+10),37.0,0
84,2.0,Lasombra81,79,51,130,1st,31,28,13,4,Yes,7.5,39,7,3rd,0,8.5,1st,3.333,8,2nd,F25_Pod_84,Party Thor,Thor (Heroes of Asgard),Second attempt,(+9),31.0,1
84,3.0,Gambit34 & Rogue,68,53,121,1st,29.5,15,12,4,Yes,7.5,37,9,1st,2,6,3rd,3.27,7,3rd,F25_Pod_84,Deadpool (Mercs for Money),"Wong, Master of the Mystic Arts",Second attempt,(+8),31.0,0
84,4.0,caseystahl1125,91,39,130,1st,23,52,21,5,Yes,7.5,41,6,4th,3,3.5,6th,3.171,6,4th,F25_Pod_84,Apocalyptic Black Widow,"Killmonger, Spec Ops",Second attempt,(+7),33.0,5
84,5.0,SavageTeddyBear & Julius Xizor,59,73,132,5th,18.5,14,16,3,No,3.0,42,4.5,5th,2,6,3rd,3.143,5,5th,F25_Pod_84,Party Thor,Thor (Heroes of Asgard),Second attempt,(+6),31.0,0
84,6.0,Joebro6616,28,11,39,5th,14,17,4,3,No,3.0,26,2,8th,2,6,3rd,1.5,3,7th,F25_Pod_84,"Killmonger, Spec Ops","Blade, Daywalker",First attempt,(+5),29.0,0
84,7.0,MikiP2023 & Taker13,48,65,113,5th,13,17,15,4,No,3.0,42,4.5,5th,6,1.5,8th,2.69,4,6th,F25_Pod_84,Apocalyptic Black Widow,Star-Lord T'Challa,Second attempt,(+4),26.0,0
84,8.0,Cubbiesnextyr & Wife,24,21,45,5th,11.5,3,1,2,No,3.0,31,3,7th,3,3.5,6th,1.452,2,8th,F25_Pod_84,"Gamora, Destroyer of Thanos","Wong, Master of the Mystic Arts",First attempt,(+3),23.0,0
84,9.0,MicroDisney0505,0,6,6,5th,6.5,6,3,3,No,3.0,21,1,9th,6,1.5,8th,0.286,1,9th,F25_Pod_84,Valkyrie,Lady Sif,Second attempt,(+2),21.0,0
99,1.0,avataristche,35,47,82,1st,98.5,12,8,4,Yes,22.0,21,28,2nd,0,20.5,1st,3.905,28,2nd,F25_Pod_99,Iron Man,Cyclops,Second attempt,(+29),29.0,0
99,4.0,Kylah,41,35,76,1st,87.5,6,5,4,Yes,22.0,29,21,9th,0,20.5,1st,2.621,24,6th,F25_Pod_99,Captain America,Spider-Man,First attempt,(+26),26.0,0
99,5.0,Jean-Sébastien & Geneviève,42,30,72,1st,87.5,12,15,3,Yes,22.0,28,22,8th,0,20.5,1st,2.571,23,7th,F25_Pod_99,Cyclops,Captain America,Second attempt,(+25),25.0,0
99,6.0,Forever A Team & Son,49,14,63,1st,87.5,35,0,5,Yes,22.0,25,24,6th,0,20.5,1st,2.52,21,9th,F25_Pod_99,Captain America,Spider-Man,Second attempt,(+24),24.0,0
99,9.0,Sandals & Mrs Sandals,40,21,61,1st,77,19,15,2,Yes,22.0,22,26.5,3rd,2,3.5,25th,2.773,25,5th,F25_Pod_99,Captain America,Rogue,Second attempt,(+21),21.0,0
99,10.0,VenomousDisease,23,34,57,1st,76,11,1,3,Yes,22.0,30,19.5,10th,0,20.5,1st,1.9,14,16th,F25_Pod_99,Iron Man,Hulk,Second attempt,(+20),20.0,0
99,11.0,Zeromus104,21,30,51,1st,74,9,5,3,Yes,22.0,30,19.5,10th,0,20.5,1st,1.7,12,18th,F25_Pod_99,Rogue,Iron Man,Second attempt,(+19),19.0,0
99,12.0,Tozar,43,36,79,1st,70.5,7,7,3,Yes,22.0,31,18,12th,1,8.5,19th,2.548,22,8th,F25_Pod_99,Captain America,Iron Man,Second attempt,(+18),18.0,0
99,13.0,Tex-pa,13,48,61,1st,70.5,35,10,1,Yes,22.0,34,15,15th,0,20.5,1st,1.794,13,17th,F25_Pod_99,Iron Man,Thor (Avengers),Second attempt,(+17),17.0,0
99,14.0,dontfeedthegreen,36,31,67,1st,68.5,5,3,4,Yes,22.0,27,23,7th,2,3.5,25th,2.481,20,10th,F25_Pod_99,Captain America,Iron Man,Second attempt,(+16),16.0,0
99,15.0,broken_pants,56,8,64,1st,55,48,7,2,Yes,22.0,33,16,14th,5,1,29th,1.939,16,14th,F25_Pod_99,Captain America,Iron Man,Second attempt,(+15),15.0,0
99,16.0,LeMansDroptop,28,20,48,16th,54,8,0,2,No,7.5,23,8,22nd,0,20.5,1st,2.087,18,12th,F25_Pod_99,Hulk,Iron Man,Second attempt,(+14),14.0,0
99,17.0,Swagolas,30,15,45,16th,52,15,0,5,No,7.5,30,14,16th,0,20.5,1st,1.5,10,20th,F25_Pod_99,Thor (Avengers),Captain America,Second attempt,(+13),13.0,0
99,18.0,PragmaticSquid,14,42,56,16th,44.5,28,4,5,No,7.5,28,11.5,18th,1,8.5,19th,2,17,13th,F25_Pod_99,Captain America,Cyclops,Second attempt,(+12),12.0,0
99,20.0,Kb_driven,10,14,24,16th,41.5,4,5,2,No,7.5,20,4.5,25th,0,20.5,1st,1.2,9,21st,F25_Pod_99,Thor (Avengers),Captain America,Second attempt,(+10),10.0,0
99,21.0,Jmaster1324,19,26,45,16th,40,7,4,2,No,7.5,29,13,17th,1,8.5,19th,1.552,11,19th,F25_Pod_99,Iron Man,Wolverine (X-Men),Second attempt,(+9),9.0,0
99,22.0,FlashSpider-man,13,8,21,16th,38.5,5,1,4,No,7.5,20,4.5,25th,0,20.5,1st,1.05,6,24th,F25_Pod_99,Captain America,Thor (Avengers),Second attempt,(+8),8.0,0
99,23.0,3141592ab,6,10,16,16th,33,4,0,1,No,7.5,19,3,27th,0,20.5,1st,0.842,2,28th,F25_Pod_99,Captain America,Iron Man,Second attempt,(+7),7.0,0
99,26.0,Iburnicus,14,13,27,16th,31.5,1,4,1,No,7.5,28,11.5,18th,1,8.5,19th,0.964,4,26th,F25_Pod_99,Iron Man,Nick Fury,First attempt,(+4),4.0,0
99,27.0,caseystahl1125,14,11,25,16th,31,3,0,5,No,7.5,25,10,20th,1,8.5,19th,1,5,25th,F25_Pod_99,Thor (Avengers),Cyclops,Second attempt,(+3),3.0,0
99,28.0,SavageTeddyBear & Julius Xizor,9,15,24,16th,31,6,0,3,No,7.5,22,7,23rd,1,8.5,19th,1.091,8,22nd,F25_Pod_99,Iron Man,Thor (Avengers),Second attempt,(+2),2.0,0
99,29.0,Bronson & Lighthouse,6,3,9,16th,31,3,0,3,No,7.5,14,2,28th,0,20.5,1st,0.643,1,29th,F25_Pod_99,Nick Fury,Cyclops,Second attempt,(+1),1.0,0
85,1.0,R3DJ0N,33,23,56,1st,11.5,10,5.0,3.0,Yes,2.5,22,4,1st,1,2,3rd,2.545,3,2nd,F25_Pod_85,Punisher,Iron Fist,First attempt,(+4),62.0,7.0
85,2.0,Redblock,41,11,52,1st,11.0,30,5.0,4.0,Yes,2.5,23,3,2nd,0,3.5,1st,2.261,2,3rd,F25_Pod_85,Gamora,Wolverine (X-Force),First attempt,(+3),61.0,
85,3.0,Doomfollow,44,35,79,1st,9.5,9,15.0,4.0,Yes,2.5,29,2,3rd,2,1,4th,2.724,4,1st,F25_Pod_85,Angel,Darkhawk,Second attempt,(+2),57.0,8.0
85,4.0,the.melkman. & Snapcity57,36,35,71,1st,8.0,1,2.0,4.0,Yes,2.5,35,1,4th,0,3.5,1st,2.029,1,4th,F25_Pod_85,Photon,Iceman,First attempt,(+1),56.0,10.0
1,2.0,Dre 2 point 0,37,49,86,1st,13,12,4,5/5,Yes,3.0,32,3,2nd,0,3,1st,2.688,4,1st,Sp22_Pod_1,Thing,Falcon,,,,
1,3.0,Grey Warden,21,63,84,1st,8,42,8,4/5,Yes,3.0,37,2,3rd,1,1,4th,2.27,2,3rd,Sp22_Pod_1,Captain America,Invisible Woman,,,,
2,1.0,Mr_Giraffe,19,51,70,1st,10,32,10,4/5,Yes,2.0,20,3,1st,0,2,1st,3.5,3,1st,Sp22_Pod_2,Forge,Domino,,,,
2,2.0,MicroDisney0505,14,67,81,1st,7,53,18,5/5,Yes,2.0,26,1,3rd,0,2,1st,3.115,2,2nd,Sp22_Pod_2,Nick Fury,Agent Phil Coulson,,,,
2,3.0,FlipFlopManiac,38,37,75,1st,7,1,13,5/5,Yes,2.0,25,2,2nd,0,2,1st,3,1,3rd,Sp22_Pod_2,Hulkbuster Iron Man,Nick Fury,,,,
3,1.0,WrightHandMan65,53,40,93,1st,12.5,13,19,2/5,Yes,3.0,26,3,2nd,2,2.5,2nd,3.577,4,1st,Sp22_Pod_3,Super-Skrull,Heralds of Galactus,,,,
3,2.0,Lamertien,63,63,126,1st,12,0,26,4/5,Yes,3.0,38,2,3rd,1,4,1st,3.316,3,2nd,Sp22_Pod_3,Captain America 1941,Super-Skrull,,,,
4,1.0,Avataristche,49,11,60,1st,15,38,6,3/5,Yes,4.0,25,4,1st,0,3,1st,2.4,4,1st,Sp22_Pod_4,Elektra,Bishop,,,,
4,2.0,Off the Cuff,30,14,44,2nd,10,16,6,4/5,No,2.0,31,2,3rd,0,3,1st,1.419,3,2nd,Sp22_Pod_4,Elektra,Thor (Heroes of Asgard),,,,
4,3.0,7tadpole7,11,15,26,2nd,8,4,10,3/5,No,2.0,32,3,2nd,6,1,4th,0.813,2,3rd,Sp22_Pod_4,Thor (Heroes of Asgard),Star-Lord,,,,
5,4.0,kata124,40,27,67,1st,10.5,13,10,4/5,Yes,3.0,25,3.5,2nd,2,1,5th,2.68,3,3rd,Sp22_Pod_5,Invisible Woman,Mr. Fantastic,,,,
5,5.0,MrJTince,40,28,68,1st,9,12,13,4/5,Yes,3.0,26,2,4th,1,2,4th,2.615,2,4th,Sp22_Pod_5,Magik,Spider-Man,,,,
6,1.0,wicked.pepper,42,52,94,1st,12.5,10,28,5/5,Yes,2.5,28,4,1st,1,2,3rd,3.357,4,1st,Sp22_Pod_6,Spider-Man,Iron Man Noir,,,,
6,2.0,meimbatman,62,27,89,1st,11,35,28,4/5,Yes,2.5,32,3,2nd,0,3.5,1st,2.781,2,3rd,Sp22_Pod_6,Iron Man Noir,Scarlet Spider,,,,
6,3.0,Barrit,25,74,99,1st,8.5,49,28,3/5,Yes,2.5,34,2,3rd,2,1,4th,2.912,3,2nd,Sp22_Pod_6,Spider-Man,Scarlet Spider,,,,
6,4.0,zer00verride,39,72,111,1st,8,33,31,4/5,Yes,2.5,42,1,4th,0,3.5,1st,2.643,1,4th,Sp22_Pod_6,Luke Cage Noir,Daredevil Noir,,,,
7,1.0,Adrian Miller,24,49,73,1st,11.5,25,2,5/5,Yes,3.0,20,3,1st,0,2.5,1st,3.65,3,1st,Sp22_Pod_7,Stature,Hulkling,,,,
8,1.0,Ashyy,51,36,87,1st,14,15,14,4/5,Yes,3.0,27,4,1st,0,3,1st,3.222,4,1st,Sp22_Pod_8,Groot,Star-Lord,,,,
8,2.0,SilverFirePrime,70,45,115,1st,11,25,16,3/5,Yes,3.0,36,2,3rd,0,3,1st,3.194,3,2nd,Sp22_Pod_8,Groot,Rocket Raccoon,,,,
8,3.0,nlnrose,25,52,77,1st,8,27,15,4/5,Yes,3.0,32,3,2nd,4,1,4th,2.406,1,4th,Sp22_Pod_8,Phyla-Vell,Quasar,,,,
8,4.0,Jerzin,42,38,80,4th,7,4,0,4/5,No,1.0,33,1,4th,0,3,1st,2.424,2,3rd,Sp22_Pod_8,Groot,Yondu,,,,
9,1.0,Drewfusmcge,49,24,73,1st,14.5,25,9,3/5,Yes,3.0,28,4,1st,0,3.5,1st,2.607,4,1st,Sp22_Pod_9,Emma Frost,Jean Grey,,,,
9,2.0,THS_coconutgamer and THSmjsmith,16,63,79,1st,11.5,47,4,5/5,Yes,3.0,35,2,3rd,0,3.5,1st,2.257,3,2nd,Sp22_Pod_9,Wolverine (X-Men),Cyclops,,,,
10,1.0,Mangostrike,42,22,64,1st,12.5,20,7,4/5,Yes,2.5,17,4,1st,1,2,3rd,3.765,4,1st,Sp22_Pod_10,Spider-Man,Scarlet Spider,,,,
10,2.0,Redblock,49,22,71,1st,11,27,3,5/5,Yes,2.5,24,2,3rd,0,3.5,1st,2.958,3,2nd,Sp22_Pod_10,Gambit,Hulkbuster Iron Man,,,,
10,4.0,ClobberinTime & megablueJJ67,41,35,76,1st,5.5,6,5,4/5,Yes,2.5,27,1,4th,2,1,4th,2.815,1,4th,Sp22_Pod_10,Caiera,Spider-Woman,,,,
11,1.0,Organous,52,26,78,1st,16.5,26,3,2/5,Yes,3.5,21,4.5,1st,0,3.5,1st,3.714,5,1st,Sp22_Pod_11,Punisher,Iron Man,,,,
11,2.0,TheDaninBlack,47,28,75,1st,15.5,19,9,4/5,Yes,3.5,21,4.5,1st,0,3.5,1st,3.571,4,2nd,Sp22_Pod_11,Punisher,Ghost Rider,,,,
11,3.0,Hatephd,32,39,71,1st,13,7,10,5/5,Yes,3.5,28,3,3rd,0,3.5,1st,2.536,3,3rd,Sp22_Pod_11,Nick Fury,Iron Man,,,,
11,4.0,SilverGetzu,37,38,75,1st,7.5,1,8,3/5,Yes,3.5,37,2,4th,1,1,5th,2.027,1,5th,Sp22_Pod_11,Blade,Storm,,,,
11,5.0,JParnell,28,37,65,5th,7.5,9,6,4/5,No,1.0,28,1,5th,0,3.5,1st,2.321,2,4th,Sp22_Pod_11,Human Torch,Iron Fist,,,,
12,1.0,AntDude and WaspWoman,34,19,53,1st,15,15,5,5/5,Yes,3.5,20,4,2nd,1,2.5,3rd,2.65,5,1st,Sp22_Pod_12,Iron Man,Star-Lord,,,,
12,2.0,Captainmetroidica,41,26,67,1st,15,15,5,4/5,Yes,3.5,28,3,3rd,0,4.5,1st,2.393,4,2nd,Sp22_Pod_12,Darkhawk,Domino,,,,
12,3.0,CrimsonY,19,13,32,1st,14,6,6,3/5,Yes,3.5,19,5,1st,0,4.5,1st,1.684,1,5th,Sp22_Pod_12,Domino,Wolverine (X-Men),,,,
12,4.0,mattl00k,22,55,77,1st,9.5,33,9,5/5,Yes,3.5,38,2,4th,4,1,5th,2.026,3,3rd,Sp22_Pod_12,Blade,Scarlet Witch,,,,
12,5.0,BigB,38,16,54,5th,6.5,22,5,4/5,No,1.0,32,1,5th,1,2.5,3rd,1.688,2,4th,Sp22_Pod_12,Hulk,Rocket Raccoon,,,,
13,2,SilverFirePrime,44,24,68,1st,10.5,20,5,5/5,Yes,2.5,30,3.5,1st,0,3.5,1st,2.267,1,4th,Sp22_Pod_13,Cloak and Dagger,Patriot,,,,
13,4,Snash108,36,46,82,1st,8,10,9,5/5,Yes,2.5,32,1,4th,1,1.5,3rd,2.563,3,2nd,Sp22_Pod_13,Hulkling,Enchantress,,,,
14,1,THSmjsmith & THS_coconutgamer,61,15,76,1st,12,46,3,5/5,Yes,2.5,21,4,1st,0,2.5,1st,3.619,3,2nd,Sp22_Pod_14,Iron Man,Multiple Man,,,,
