Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,,Results Of Week:
,,11,(+1),3,jgoodnough and daughter,22,38,60,1st,Yes (6),6th,32 (4.5),9th,1 (3),11th,1.875 (1),14.5,,16,5,0,2,1,4,2,1,0,10,Fantastic Four United,Super-Skrull,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Lot of fun but complicated with all the moving pieces,,
23,Nathan's Into Gundam Now,1,(+11),12,energythief,74,13,87,1st,Yes (5),6th,25 (4),1st,0 (8.5),2nd,3.48 (8),25.5,,61,3,0,3,4,9,3,0,7,26,Captain Marvel,Silver Surfer,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Player One went all blue plus Woverine's rare. Drew my entire deck twice! Player Two was trying to go green but it just didn't come together.,,
,,2,(+10),11,iburnicus,31,34,65,1st,Yes (5),2nd,20 (8),3rd,1 (6),5th,3.25 (5),24,,3,2,0,4,4,7,8,2,8,33,Cable,Human Torch,Cable,Human Torch,First attempt,5,"both games were some of the best game i've had recently!
it was a blast playing this set-up
game 2 got to an amazing ranged combo where i reached 71atk+20recruit usable against mastermind+6atk only usable vs MM where i knocked out 2 galactus's in the city+1modok+double hit stryfe for the kill on the final turn (25)!
game one was just a quick win be done with it deal which seems better then the 2nd game on paper. cable was def the best pick for this set-up and human torch was not a bad pick either.",,
,,3,(+9),11,Ironclad4521,27,29,56,1st,Yes (5),1st,17 (9),6th,2 (2.5),4th,3.294 (6),22.5,,2,4,0,4,6,7,8,1,9,35,Bishop,Captain Marvel,Bishop,Captain Marvel,Second attempt,2,"What I feared would happen didn't transpire. The deck was in my favour with early ST and no Tyrant, minimal MS so the MM strength didn't take off and an Iceman / Capt Marvel synergy played well.",,
,,4,(+8),9,Buya & DSCern,67,29,96,1st,Yes (5),8th,29 (1.5),1st,0 (8.5),3rd,3.31 (7),22,,38,5,0,0,3,7,5,0,8,23,Captain Marvel,Magik,Captain Marvel,Magik,First attempt,4,"We did ok, picking out heroes to round out each of our builds. Iceman was incredibly strong as usual, generating both a ton of attack and recruit for my partner. Once our decks got going it was just a matter of time of smacking Stryfe until we got the win. ICE BEAM!!!",,
,,5,(+7),9,fredo_ud,62,24,86,1st,Yes (5),5th,24 (5),6th,2 (2.5),1st,3.583 (9),21.5,,38,13,0,4,1,11,4,1,7,28,Domino,Captain Marvel,Domino,Jean Grey,Second attempt,5,Galactus was a menace game 1.... X-force and X-men were able to make clean work of game 2,,
,,6,(+6),8,Cubbiesnextyr & Wife,26,34,60,1st,Yes (5),4th,23 (6),3rd,1 (6),9th,2.609 (1),18,,8,1,0,2,4,9,6,1,8,30,Colossus,Gladiator Hulk,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Galactus came out early, but we didn't get another Tyrant Villain until late in the game.  By that point the one Galactus had 4 scheme twists under it, so 28 to defeat!  LOL, we just ignored him and let him suck up all the twists and concentrated on beating Stryfe which ultimately wasn't that hard.  A bit easier of a game than we were used to, but you need some of those at times!",,
,,7,(+5),6,Greywadejokis,40,23,63,1st,Yes (5),3rd,22 (7),6th,2 (2.5),7th,2.864 (3),17.5,,17,3,0,2,7,10,3,1,5,28,Cable,Captain Marvel,Cable,Captain Marvel,First attempt,5,I finally won in decent time,,
,,8,(+4),5,Freeclint,36,54,90,1st,Yes (5),8th,29 (1.5),3rd,1 (6),6th,3.103 (4),16.5,,18,2,0,2,5,9,2,1,5,24,Thanos,Lady Thor,Thanos,Lady Thor,First attempt,5,"This game was a blast!  My choices worked amazingly well.  One range/str deck and one deck for the rest.  Attempt two had thinner decks and one really good draw everything hand that took out two Galactus tyrants, but was a slower game.  I've never used Thanos and Lady Thor together, they synergize really well with Iceman.",,
,,9,(+3),4,ReyReyPod,42,37,79,1st,Yes (5),7th,28 (3),6th,2 (2.5),8th,2.821 (2),12.5,,5,1,0,2,5,10,4,1,3,25,Bishop,Domino,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,very fun and achievable,,
,,10,(+2),3,JustHarold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
,,11,(+1),3,Davemesserly,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
