Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,,Results Of Week:
,,7,(+4),18,CoreyG,63,47,110,1st,Yes (5),7th,33 (2.5),7th,2 (3),4th,3.333 (6),16.5,,16,41,0,1,0,4,3,0,0,8,Solo,Venompool,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"Interesting setup with Hybrid's symbiotic strength and pumped up ""Phalanx"" heroes. I was able to manage the city, so that when Hybrid Master Striked he didn't bond with a extra strong Phalanx hero. I chose Solo to synergize with Excessive Violence from Carnage and Bob. I chose Venompool to synergize with Ronan (particularly bystanders) and overlap with a bit of Excessive Violence. Captain and the Devil supplemented the Bob and Carnage deck whereas Ronan and Venompool tried to focus on green and black hero classes. Solo's rare (able to cut a villain or mastermind in half) was key for dealing with pumped up Hybrid mastermind and pumped up Phalanx heroes. So much awkward bookkeeping tracking the 1/2 attacks and recruits! Struggled to conclusively pick two heroes, so I'm curious what others chose. Solo in general was OK, and his rare was crucial. Venompool overall was good with Ronan and I learned how awkward and annoying his ""can't draw any more cards this turn"" card is. Hard to tell if they were ""optimal"" choices though. I heavily considered Captain Britain as I thought he'd be a good all-around hero, particularly with so many different hero groups in the setup and would help satisfy Spectrum. I thought about trying hero(es) which could also move villains around. I ultimately didn't and glad I didn't worry about it. The Khonshu henchmen may be easier to fight on certain locations, but it ended up not being relevant too much because they were typically they preferred villain to be symbiote bonded with Hybrid.",,
,,8,(+3),16,zombiegamer5,58,27,85,1st,Yes (5),9th,34 (1),1st,0 (7.5),8th,2.5 (2),15.5,,31,20,0,3,1,6,2,0,0,12,Agent Venom,Venompool,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,Tough setup! The Phalanx Infected heroes that entered the city as villains conbined with the symbiote bond villains amd mastermind were tough to hit since they kept getting stronger and stronger.  I was worried I'd have a ton of escapes but I managed to get some crazy attack levels with Spectrum that made victory possible and the second half of the game less stressful,,
,,9,(+2),16,sethlikespizza,40,39,79,1st,Yes (5),5th,32 (4.5),8th,3 (2),9th,2.469 (1),12.5,,1,11,0,0,5,3,2,0,0,10,Phyla-Vell,Quasar,Phyla-Vell,Quasar,Second attempt,4,"We had fun complimenting Ronan with Quasar and Phyla-Vell, who comboed well together with their shards. Had some pretty crazy turns getting 20+ attack using Ronan, Quasar and Phyla-Vells ultimate/high cost cards.",,
,,10,(+1),10,averyace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Wanda the Vampire Purveyor,1,(+10),22,DRobb & ShadowOfTheBat,44,31,75,1st,Yes (5.5),2nd,23 (9),1st,0 (8.5),1st,3.261 (10),33,,13,6,1,3,7,6,10,1,0,27,Groot,Star-Lord,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Being Halloween time and getting to fight zombies and vampires was a blast. The initial swarm had us worried, but once we got the hordes under control, it felt great. A+ all around!",,
,,2,(+9),21,realdanl,25,36,61,1st,Yes (5.5),1st,20 (10),1st,0 (8.5),2nd,3.05 (9),33,,11,6,1,3,7,11,8,1,0,30,"Blade, Daywalker",Groot,"Blade, Daywalker",Groot,Second attempt,4,"First game, rough going with lots of struggle to control the City.  Second game, Ultron Sentries were more than half of the Villains entering the City, which meant lots of KO and a fast game, but maybe not so much VP.",,
,,3,(+8),21,Narellish & oskar,39,42,81,1st,Yes (5.5),3rd,29 (7),1st,0 (8.5),5th,2.793 (5.5),26.5,,3,9,2,1,7,6,7,0,0,21,"Gamora, Destroyer of Thanos",Black Widow (S.H.I.E.L.D.),"Gamora, Destroyer of Thanos",Black Widow (S.H.I.E.L.D.),First attempt,4,"This game, trying to keep the blood bank free made it take us a while to ramp up but when we did Rocket Racoon and Soul binding came good for us. These were some cards we haven't played as much with, so we were a bit more unsteady about our hero choices etc. but think we went okay once we got into the game. Our second game we had 3 master strikes straight off for wounds plus wounds from villains. We couldn't get our foot in the door - or attack villains in the city and it just kept going downhill from there. That game was just laughed off by us and we were grateful for the first game.",,
,,4,(+7),19,aitmanga,32,49,81,1st,Yes (5.5),3rd,29 (7),1st,0 (8.5),5th,2.793 (5.5),26.5,,17,6,0,2,5,5,6,1,0,19,Star-Lord,Werewolf by Night,Star-Lord,Werewolf by Night,Second attempt,4,"First game was extremely rough. We lost in 20 turns to the twist, barely scrapped 10 VP between us both as we were never able to clear the city. Second game was a very different story. We got Rocket's artifact in both hands early and a good number of Star-lords which gave us a good amount of shards. We chose werewolf by night for some of its KO prowess and drawing power, but it almost always came when there was sunlight in the HQ, so it's job was mostly rotating the HQ. Fun overall, but the first game was extremely frustrating",,
,,5,(+6),19,Pervavita & Catswiftie,58,29,87,1st,Yes (5.5),6th,30 (5),5th,1 (5.5),4th,2.9 (7),23,,29,10,4,2,1,5,5,1,0,14,Star-Lord,Black Widow (S.H.I.E.L.D.),Black Widow (S.H.I.E.L.D.),Star-Lord,Second attempt,4,Rough games. First game lost before we could get going and the second we were on the cusp of losing before we could really control the city until it all came together. Shards for for the win.,,
,,6,(+5),15,Chapmaca7,66,26,92,1st,Yes (5.5),7th,31 (3.5),5th,1 (5.5),3rd,2.968 (8),22.5,,40,14,2,2,6,3,6,1,0,18,Groot,Apocalyptic Black Widow,Groot,Apocalyptic Black Widow,First attempt,4,Fun game with good synergy with hero choices. Annoyed to have 1 villain escape. Second attempt was done in fewer turns but more escapes which happened early due to several twists in a row.,,
,,7,(+4),16,PragmaticSquid,43,26,69,1st,Yes (5.5),3rd,29 (7),7th,2 (3.5),9th,2.379 (2),18,,17,6,3,2,4,8,5,0,0,19,Star-Lord,"Uatu, The Watcher",I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Rise, Blood Frenzy, Empowering - so many moving parts here!  Great setup!",,
,,8,(+3),16,elongatedman7212,47,35,82,1st,Yes (5.5),7th,31 (3.5),10th,5 (1),7th,2.645 (4),14,,12,5,3,2,3,3,6,1,0,15,Star-Lord,"Wong, Master of the Mystic Arts",I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"Beginning of the game was a disaster. City overrun, multiple bad draws on both sides, escapes, just bad. No Sidekicks really hurt when I was getting those bad draws. Wish I could play again but I'm out of time.",,
,,9,(+2),14,brentmcampbell,31,54,85,1st,Yes (5.5),10th,35 (1),7th,2 (3.5),8th,2.429 (3),13,,23,7,4,0,2,2,6,0,0,10,"Gamora, Destroyer of Thanos",Apocalyptic Black Widow,"Gamora, Destroyer of Thanos",Apocalyptic Black Widow,Second attempt,5,"Had a good bit of fun with this one. The Scheme is just tricky enough to make you really consider your turn by turn decision making, but also a little cruel in the way that it can force you to lose even if you keep the bank empty. ROTLD is always fun to play against, imo.",,
,,10,(+1),13,caseystahl1125,45,33,78,1st,Yes (5.5),9th,33 (2),9th,3 (2),10th,2.364 (1),10.5,,12,6,2,4,3,2,7,0,0,16,Black Widow (S.H.I.E.L.D.),Apocalyptic Black Widow,Gamora,Star-Lord,Second attempt,5,"My first attempt MY BRAIN WAS EATEN BY ZOMBIES!!! I HAD A MILLION ESCAPES AND APOCOLYPTIC BLACK WIDOW WAS EATEN !! BWAWWRRRR.... then I came to my senses my second game and won using Rocket Racoons very demure Incoming Detector and Gamora/StarLord getting a ton of shards, therefore controlling the board elegantly and winning the game with minimal brains devoured. Thank you",,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,The HYDRA Games,1,(+11),19,wingedcrusader,35,42,77,1st,Yes (6),3rd,28 (7.5),1st,0 (7.5),2nd,2.75 (9),30,,7,1,12,1,3,2,4,1,0,11,Quake,Deathlok,Quake,Deathlok,Second attempt,5,"fun setup with the heroes, love drawing cards and going undercover",,
,,2,(+10),21,MikiP2023,33,29,62,1st,Yes (6),1st,24 (10),1st,0 (7.5),5th,2.583 (6),29.5,,4,1,5,2,3,5,3,0,0,13,Photon,Quake,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"This was a fun one! Having to use 1 team wasn't horrible just tricky sometimes. 
The different Masterminds were fun to use!  We thought we chose well this time for our heros as we normally struggle choosing.  ",,
,,3,(+9),16,Travjon,55,30,85,1st,Yes (6),2nd,27 (9),7th,1 (3.5),1st,3.148 (10),28.5,,25,2,5,2,3,0,5,0,0,10,Deathlok,She-Hulk,Deathlok,She-Hulk,Second attempt,4,"The first game I had a lot of schemes and locations early, which helped me keep the city in check. I didn't have a lot of luck when it came to recruiting though, which added to my turn count. I decided it was best to end the game while leaving quite a bit of VP in the city and in the villain deck. Second game all of the villains came out to play. I was absolutely overrun at the beginning, which led to one escape before I got things under control. I was able to get Dethlok's uncommon and rare, which became the MVP of the game. She-Hulk came up big with her Hurl Trucks. I also got her rare, which gave me 9 attack one turn.",,
,,4,(+8),19,Astigmatic_oracle,70,22,92,1st,Yes (6),6th,35 (4.5),1st,0 (7.5),3rd,2.629 (8),26,,48,2,4,1,1,2,0,0,0,4,Mockingbird,Hellcat,Mockingbird,Quake,First attempt,4,"Second attempt was 6 turns faster, but I had 1 escape and lower points per turn by about .1 so I went with the first one. Which knowing my guessing skills is probably a mistake.",,
,,5,(+7),19,waxbottle & Mrs. waxbottle,44,25,69,1st,Yes (6),3rd,28 (7.5),1st,0 (7.5),6th,2.464 (5),26,,19,2,5,3,1,6,1,0,0,11,Hellcat,Deathlok,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,We had a neat combination of heroes!  Locations meant that we didn't have any escapees!  Hellcat continues to rule.,,
,,6,(+6),17,gscrap,65,26,91,1st,Yes (6),6th,35 (4.5),1st,0 (7.5),4th,2.6 (7),25,,39,2,11,1,0,2,1,0,0,4,Agent Phil Coulson,Deathlok,Agent Phil Coulson,Deathlok,First attempt,2,"I rated the setup a two because I don't think it's the setup's fault, but those games suuuuuuucked.  I just could not get a break.  I'll be amazed if I'm not dead last in this pod.",,
,,7,(+5),17,david-h11,34,44,78,1st,Yes (6),8th,36 (3),1st,0 (7.5),7th,2.167 (4),20.5,,10,2,0,1,1,1,2,0,0,5,Darkhawk,Hulkbuster Iron Man,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,Could’ve picked better heroes but dark hawk did well at least.,,
,,8,(+4),16,RedRutan,28,24,52,1st,Yes (6),5th,29 (6),7th,1 (3.5),8th,1.793 (3),18.5,,4,2,11,3,3,6,0,0,0,12,Agent Phil Coulson,Quake,Agent Phil Coulson,Quake,First attempt,3,"Tried to keep as many heroes as possible as SHIELD to minimise the effect of the Scheme Twists. I thought that the lack of much KO power would be made up by being able to send the starter heroes undercover, and this worled fairly well. I ignored Spiderwoman for the most part but took the occassional Ronin card when nothing elsae was avaialbe. I managed one transform into A Bomb and 2 onto Captain Marvel.",,
,,9,(+3),14,Ironclad4521,30,34,64,1st,Yes (6),9th,40 (2),9th,2 (1.5),9th,1.6 (2),11.5,,4,1,0,0,0,0,0,0,0,0,Quake,She-Hulk,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,Freaking too hard for me and I fluked the win on the very last turn. I also probably missed things as there were lots happening. Hard to enjoy for me cos I still can't work out how to synergise well.,,
,,10,(+2),13,thablackknight1,39,17,56,10th,No (1),10th,39 (1),9th,2 (1.5),10th,1.436 (1),4.5,,22,2,0,0,0,0,0,0,0,0,"Skaar, Son of Hulk",Scarlet Spider,"Skaar, Son of Hulk",Scarlet Spider,Second attempt,3,I could not get synergy with my hero’s and got butt kicked both games. Locations were cool but I managed the hands poorly and kept having to discard what I needed do to MS,,
,,11,(+1),12,owen_meany,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
31,Thorminator 3: Rise of the Machines,1,(+10),17,Minos_griffin & Phryne,17,38,55,1st,Yes (6),1st,15 (10),1st,0 (5.5),1st,3.667 (10),31.5,,21,2,0,4,8,10,6,0,0,28,Wonder Man,Ms. America,Wonder Man,Ms. America,First attempt,4,"Normally I don't like games that depends pure on how lucky you are with the villain deck. However, this game I had the most luck I ever had on any other game. Everything worked great and the heroes that come to the HQ was exactly what I needed to make my strategy works.",,
,,2,(+9),19,bamlinden,48,13,61,1st,Yes (6),3rd,23 (8),1st,0 (5.5),3rd,2.652 (8),27.5,,35,2,0,0,6,7,5,2,0,20,Wonder Man,Black Knight,Wonder Man,Black Knight,Second attempt,4,"This was a very strong 4. I think the Mastermind and Scheme paired quite nicely and I loved the gameplay. It was a simple race in terms of setup. I felt I picked two heroes that worked really well with the other heroes and in combating the challenge (being able to control the HQ a bit and get some Empowering). The Ranged synergy I was able to get with Vision and Wonder Man was super fun and Black Knight's rare with a 6 Attack card in my victory pile early on gave me all the firepower I needed. BK's Amulet of Avalon card was also fun to play when there was a larger HQ with lots of Strength cards. 

My first attempt reinforced my hero decisions and so the goal in my second run was to try and be faster. Very curious to see where I will land in the rankings this week (I think I did well) and which heroes everyone else went with. 

Another really fun setup!",,
,,3,(+8),17,ItStartsWith1,30,39,69,1st,Yes (6),5th,26 (6),1st,0 (5.5),2nd,2.654 (9),26.5,,9,2,0,1,6,4,6,0,0,17,Ms. America,Wonder Man,Ms. America,Wonder Man,Second attempt,4,"Fun synergies everywhere with this setup. Hero choices really stuck out to me. Left side was a full on Range deck that used Wonder Man to his full power. Right side was a full Strength deck. Neither was super powerful, but didn’t need to be as I was able to manipulate Ragnarok into no more than a +2 or +4 bonus most of the game, especially as the HQ got “scared away.” Second attempt was slightly slower, but much higher ppt, so I hope that pays off!",,
,,4,(+7),18,CK,20,23,43,1st,Yes (6),2nd,18 (9),1st,0 (5.5),5th,2.389 (6),26.5,,3,0,0,3,7,9,4,2,0,25,Wonder Man,Ms. America,Wonder Man,Ms. America,Second attempt,5,"Fun game! Wonder Man HQ manipulation really carried both games. Kept the mastermind in check and let me empower Wonder Man's own cards. First game his blue cards did most of the damage and the second game his green cards did. Ms America and Vision both worked well with him, but I didn't play a lot of Jessica Jones or Luke Cage.

Ended up having 2 good games. I had a slightly better PPT in game 1, but I managed to win game 2 quite a bit faster.",,
,,5,(+6),18,energythief,37,30,67,1st,Yes (6),7th,28 (4),1st,0 (5.5),4th,2.393 (7),22.5,,7,3,0,2,3,8,2,0,0,15,Ms. America,Wonder Man,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Went for the thematic synergy of Vision and Wonder Man - bros before robos!,,
,,6,(+5),16,Joebro6616,34,21,55,1st,Yes (6),4th,25 (7),1st,0 (5.5),8th,2.2 (3),21.5,,13,1,0,2,4,8,4,1,0,19,Wonder Man,Daredevil (Iron Fist),I did not make a second attempt.,I did not make a second attempt.,First attempt,2,"I don’t think I’ll play this scheme again, kept getting the heroes and my hand mixed up",,
,,7,(+4),15,jiggliestpuff,46,15,61,1st,Yes (6),6th,27 (5),1st,0 (5.5),7th,2.259 (4),20.5,,31,1,0,1,6,7,2,2,0,18,Wonder Man,Tigra,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"I was lucky enough to get 3 copies of Wonder Man's empowered by strength cards, and between Luke and Jessica's cards plus all the Swithceroos and HQ manip from Wonderman, I was able to weaken Ragnarok and boost my attack. Ranger heroes and Tigra helping with phasing was ok for the second hand, but it really acted as support for p1 to hit",,
,,8,(+3),12,SharkNate-O & onthegeniusofsamrockwell,28,52,80,1st,Yes (6),9th,34 (2),1st,0 (5.5),6th,2.353 (5),18.5,,24,2,0,0,4,3,2,0,0,9,"Captain America, Secret Avenger",Hulkling,"Captain America, Secret Avenger",Hulkling,Second attempt,4,"Fun setup. I enjoyed the extended HQ and it minimizing as the game went on. The first game went really bad. Player 2 did not have much cards coming out for him in the beginning, and we got hit with earlier scheme twists. Game 2 went better, both decks coming together at the same time. There were a few rounds where we were both just one attack from hitting the mastermind, and a few times where we could hit him, but a Strike came out resulting in not being able to anymore. But a fun setup overall.",,
,,9,(+2),13,iburnicus,43,22,65,1st,Yes (6),8th,31 (3),1st,0 (5.5),9th,2.097 (2),16.5,,21,2,0,0,3,7,2,0,0,12,"Kuurth, Breaker of Stone",Wonder Man,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"it becomes a race against the clock real fast, wonderman seemed great with a 8hq count but since the hq went down pretty fast in the early phase he soon became less useful.
lucky i got the victory in the end cuz any next twist wouldve been game over.
wouldve loved to get a 2nd try in cuz i know it could be a better game but don't rly have the time now or in the next 2 days so this'll have to suffice.",,
,,10,(+1),12,Hatephd & Editedmist,16,25,41,10th,No (1),10th,26 (1),1st,0 (5.5),10th,1.577 (1),8.5,,9,3,0,3,2,6,6,0,0,17,Wonder Man,Cloak & Dagger,Wonder Man,Cloak & Dagger,First attempt,5,Very well done with synergy. Wish I had got off the ground faster though...,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Drain of Thrones,1,(+11),21,allman7359,64,72,136,1st,Yes (5.5),3rd,37 (8),1st,0 (5.5),1st,3.676 (10),29,,8,7,0,0,1,2,2,1,0,6,Queen Storm of Wakanda,Black Bolt (Inhumans),Black Bolt (Inhumans),Queen Storm of Wakanda,First attempt,4,,,
,,2,(+10),19,Jmaster1324,54,66,120,1st,Yes (5.5),4th,38 (7),1st,0 (5.5),2nd,3.158 (9),27,,12,6,0,2,2,7,2,0,0,13,Gorgon,Venom (Venomverse),Venom (Venomverse),Carnage,Second attempt,3,This was a really tough set of matches. Like I said in the discord my first game BOTH of my bystanders were under the 11th strike completely negating any effect they would have. The second game went a bit better. I was able to hold my own once I realized how crucial KO was going to be in this. That's why I brought in Carnage out of all the heroes I had access to still he had the best KO ability. Though the Doombots still did most of that work. The best part of this game though...becoming Worthy on multiple occasions thanks to Carnage. I think that might need to be illegal but it was still fun.,,
,,3,(+9),19,Swagolas,70,55,125,1st,Yes (5.5),6th,40 (4.5),1st,0 (5.5),3rd,3.125 (8),23.5,,15,6,0,1,5,5,1,0,0,12,Black Bolt (Inhumans),Queen Storm of Wakanda,Black Bolt (Inhumans),Queen Storm of Wakanda,Second attempt,5,"So much Throne's favor, so much fun! I just found out that my colleague has a 3D printer, so I asked him to print me a small throne for this setup, it was such a great feeling to use a throne and not a random object :D",,
,,4,(+8),17,Buya & DSCern,54,63,117,1st,Yes (5.5),5th,39 (6),1st,0 (5.5),5th,3 (6),23,,9,7,0,1,4,5,2,1,0,13,Crystal,Black Bolt (Inhumans),Crystal,Black Bolt (Inhumans),Second attempt,4,"We had some fun with this setup, finding some synergies with the given heroes and the ones we brought along. My partner had fun bouncing the Throne multiple times in a turn while I was using Thor and ranged cards to make my Mjolnir throws hit pretty hard. Maximus was annoying but we eventually got him down. My deck proved pretty worthy in the end!",,
,,5,(+7),17,Mangostrike,47,52,99,1st,Yes (5.5),1st,36 (9.5),1st,0 (5.5),9th,2.75 (2),22.5,,5,3,0,0,1,4,3,0,0,8,Black Bolt (Inhumans),Queen Storm of Wakanda,Black Bolt (Inhumans),Lady Sif,Second attempt,5,"Couples therapy! Black Bolt helped to strip down the starter cards fast, which I used to stack up on recruit and buy Lady Sid’s rare in the first couple turns. I had 6 twists in the first 12 turns, which didn’t help my chances against Maximus, but left the city empty until I could handle it. Dropping Storm for Sif gave the artifacts I needed, so I could bank cards from turn to turn and hit hard later. Often throwing them all when my deck was almost empty so I could draw them again the next turn. At the end I had just one more turn before the 11th twist would have dropped, so just made it. Really high turn count, but everything else looks good!",,
,,6,(+6),13,Keeblerpowell,48,50,98,1st,Yes (5.5),1st,36 (9.5),1st,0 (5.5),10th,2.722 (1),21.5,,2,3,0,1,4,9,1,1,0,16,Karnak,Lady Sif,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,I was able to keep masterminds attack low by keeping high attack folks out of the HQ. Karnak was a good learning hero. Shatter the week point was pretty clutch once I got 4 of one group in my victory pile. Letting one hand mop those dudes up made this card really strong. I really like Karnak!,,
,,7,(+5),15,Grey Warden,58,78,136,1st,Yes (5.5),8th,44 (3),1st,0 (5.5),4th,3.091 (7),21,,20,6,0,1,3,3,1,0,0,8,Black Bolt (Inhumans),Queen Storm of Wakanda,Black Bolt (Inhumans),Queen Storm of Wakanda,Second attempt,5,"After two misplays (First time, I forgot to add my Bystanders to the villain deck and second time I hit Maximus without accounting for Abomination and like 5 turns passed before I caught it.), my two games were marginally different. The second game scored 1 less point but was 3 turns faster. Had Worthy on one side and Thrones Favor on the other. Had hoped to win sooner, but on a turn I could have ended, I cleared a 4-Villain city... then it was 5 turns before I could get that final hit again lol",,
,,8,(+4),13,Scootsmagoots1986,63,55,118,1st,Yes (5.5),6th,40 (4.5),1st,0 (5.5),6th,2.95 (5),20.5,,8,2,0,2,3,6,2,0,0,13,Crystal,Karnak,Carnage,Venom (Venomverse),Second attempt,3,"It was definitely challenging. None of the heroes were great for recruiting so once a rare hero card came up in HQ with over 4 attack value, it boosted Maximus' with his highest abomination rule. It made it very difficult to get enough heroes in my deck to hit the mastermind. But in the second game I recruited shield officers and changed my heroes to carnage and venom which allowed me to draw cards, ko cards, and get valuable recruit and attack points with digest and excessive violence. It wasn't a terrible game but it went on long and was challenging to hit the mastermind. I feel like luck really plays a role in this scenario. If you pull a rare hero in the hq early you're in a lot of trouble.",,
,,9,(+3),13,Dre 2 point 0,62,70,132,1st,Yes (5.5),9th,46 (1.5),1st,0 (5.5),7th,2.87 (4),16.5,,8,9,0,0,1,3,2,0,0,6,Black Bolt (Inhumans),White Wolf,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,"I think I recruited way too many cards. 3 Rares were in the HQ for most of the game, boosting Maximus by 5, but I could never get enough recruit to get them out of there!",,
,,10,(+2),12,Drewfusmcge,46,85,131,1st,Yes (5.5),9th,46 (1.5),1st,0 (5.5),8th,2.848 (3),15.5,,39,9,0,0,1,2,2,1,0,6,Beta Ray Bill,Venom (Venomverse),Beta Ray Bill,Venom (Venomverse),First attempt,4,"Very interesting setup! I decided almost right away on a throne's favor hand, and a worthy hammers hand. The Thors didn't do too well in my first game but Medusa and Black Panther did insane with so much Throne's Favor. I ended up with both rares on that side and was able to gather plenty of attack. It took me a really long time to win but I'm hoping no escapes and a high PPT will help push me through. Fun!",,
,,11,(+1),9,Bakerybum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
33,One Flew Over the Dark Elf's Nest,1,(+11),16,Hendrek,41,16,57,1st,Yes (6),2nd,21 (8.5),1st,0 (6),1st,2.714 (10),30.5,,25,14,0,3,3,3,7,1,0,17,Thor (Heroes of Asgard),Valkyrie,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Refreshing not to draw all scheme twists the first 12 turns.  Valkyrie never showed but Thor and Bill used Mjolnir quite effectively.  Piled up overlords in the city for easier wins there.,,
,,2,(+10),16,eventhorizon0121,34,13,47,1st,Yes (6),1st,19 (10),1st,0 (6),3rd,2.474 (8),30,,21,14,0,2,4,6,6,1,0,19,Lady Sif,Mirage,Lady Sif,Mirage,First attempt,3,"We had a very kind HQ the first game, gifted a 5-3 start and starting with Empathic Link and Bio-Engineered Cyborg in the HQ. We scaled quickly and the lack of MS kept Malekith within reasonable range the whole game. The second game we faced a lot of Squirrel Girl in the HQ and didn't scale quite as quickly.",,
,,3,(+9),16,Jinjoz,29,38,67,1st,Yes (6),6th,25 (5),1st,0 (6),2nd,2.68 (9),26,,9,15,0,2,3,5,3,0,0,13,Lady Sif,Wolfsbane,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Just went really nice and smooth, no real bumps in the road or anything.",,
,,4,(+8),14,Greywadejokis,29,25,54,1st,Yes (6),4th,23 (6.5),1st,0 (6),4th,2.348 (7),25.5,,4,15,0,1,2,8,4,0,0,15,Man-Thing,"Killmonger, Spec Ops",Man-Thing,"Killmonger, Spec Ops",First attempt,4,Lots of confusing tactics,,
,,5,(+7),15,Cubbiesnextyr & Wife,14,29,43,1st,Yes (6),2nd,21 (8.5),1st,0 (6),7th,2.048 (4),24.5,,15,14,0,2,2,9,5,0,0,18,Apocalyptic Black Widow,Mirage,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"It seemed the Sanity Check didn't mess us up that much, so that was good.  The extra masterminds did suck though! LOL",,
,,6,(+6),14,DrPolygon,18,42,60,1st,Yes (6),7th,26 (4),1st,0 (6),5th,2.308 (6),22,,24,17,0,2,2,7,4,0,0,15,Wolfsbane,Doctor Strange Supreme,Wolfsbane,Doctor Strange Supreme,Second attempt,3,Very cumbersome hero selection. My choices just didn't pan out.,,
,,7,(+5),13,coldvein & raja0629,14,28,42,1st,Yes (6),4th,23 (6.5),1st,0 (6),9th,1.826 (2),20.5,,14,14,0,1,1,10,3,1,0,16,Party Thor,Thor (Heroes of Asgard),Party Thor,Thor (Heroes of Asgard),Second attempt,4,"Fun setup.  We scored a lot early on in game one but, couldn't finish the job fast enough.  Game two was much more strategic as we worked to remain Worthy.",,
,,8,(+4),13,Pyromagnus & shoshielynn,29,31,60,1st,Yes (6),8th,27 (3),1st,0 (6),6th,2.222 (5),20,,2,13,0,2,1,3,3,2,0,11,Mirage,Ms. America,Mirage,Lady Sif,Second attempt,3,"Managed to get the Mirage/BRB combo going early game while the other side went with a Sunspot focus. The scheme required some extra thinking to work around, settled on Sif for the Artifacts that I can use when I want.",,
,,9,(+3),7,ReyReyPod,41,15,56,1st,Yes (6),9th,29 (2),1st,0 (6),8th,1.931 (3),17,,26,13,0,3,3,6,2,0,0,14,Doctor Strange Supreme,Lady Sif,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Really enjoyed the new mechanic for me which was the Sanity Test...,,
,,10,(+2),7,Freeclint,29,24,53,10th,No (1),10th,35 (1),10th,3 (1),10th,1.514 (1),4,,5,9,0,2,0,0,2,0,0,4,Mirage,Wolfsbane,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"Only had time for one attempt.  Never used Rival Overlords before and had 4 in the city before I realized they weakened each other instead of buffing (oop!).  But early twists made play really hard, even though I tried to choose heroes that would work even if I played most of the hand randomly.  Just never came together for me.  The asylum is a hard scheme, which I guess is why it is in my haven't beat it yet stack of twists.  Hero choice for this one was hard, as with the random psychotic break play, I didn't think What If? key word would be helpful / controllable.  Thank goodness we had sidekicks in this setup.  Maybe I should have gone with Sif over Wolfsbane and might have if I made the second attempt.  Very disappointed in my play and results.  Was ok fun.",,
,,11,(+1),9,Babybreloom,37,21,58,1st,Yes (6.5),7th,26 (4.5),10th,1 (2),6th,2.231 (6),19,,16,14,0,1,0,4,5,2,0,12,Apocalyptic Black Widow,Karma,Apocalyptic Black Widow,Karma,First attempt,3,"When I noticed that the Mastermind gave bystanders, I had a veery simple idea: use Karma to dig down in the hero deck until I could get Apocolyptic Black Widow's Rare and use its Liberate to make short work of him. She really likes playing beside Beta Ray Bill anyway. It worked in game 1! Game 2 I won but it took much longer.",,
34,Maw & Order,1,(+11),17,Gambit.n.rogue,41,38,79,1st,Yes (8),1st,28 (10),1st,0 (8.5),2nd,2.821 (9),35.5,,3,13,0,3,4,5,4,0,0,16,Doctor Strange (MCU),Captain Mar-Vell,Doctor Strange (MCU),Captain Mar-Vell,First attempt,4,Having different scheme twist challenges kept you on your toes! It was nice to have Danger Sense with this scheme.,,
,,2,(+10),17,jpilger,31,67,98,1st,Yes (8),2nd,29 (9),5th,1 (5),1st,3.379 (10),32,,36,12,1,3,0,2,2,0,0,7,Nova (Avengers),Bruce Banner (MCU),Nova (Avengers),Bruce Banner (MCU),First attempt,4,"Havne't played much with the Endgame keyword, it was a fun element to navigate around.",,
